"","overall","age","wage_eur","international_reputation","is_sub","Top_Club","value_eur","height_cm","weight_kg","release_clause_eur"
"2393",62,24,1000,1,1,"other",375000,188,89,619000
"2394",64,25,1000,1,0,"other",5e+05,178,73,913000
"2395",64,19,4000,1,1,"other",9e+05,188,69,2300000
"2396",71,23,8000,1,0,"other",3e+06,180,69,0
"2397",61,26,3000,1,1,"other",3e+05,181,76,488000
"2398",78,28,25000,1,0,"other",9e+06,174,80,12600000
"2399",79,32,40000,3,1,"Top_30",1e+07,181,77,2.1e+07
"2400",64,28,1000,1,1,"other",450000,175,69,653000
"2401",70,19,7000,1,1,"other",3800000,170,66,8100000
"2402",73,27,24000,1,0,"other",3700000,185,82,7e+06
"2403",63,20,2000,1,0,"other",650000,180,75,0
"2404",73,30,19000,1,0,"other",3900000,191,91,5800000
"2405",68,27,2000,1,1,"other",950000,170,68,1300000
"2406",53,19,1000,1,1,"other",1e+05,185,72,145000
"2407",67,26,6000,1,0,"other",9e+05,175,76,1600000
"2408",65,23,4000,1,1,"other",7e+05,178,79,1500000
"2409",59,18,1000,1,1,"other",3e+05,182,72,563000
"2410",74,21,10000,1,1,"other",8500000,179,72,18700000
"2411",61,22,8000,1,1,"Top_10",4e+05,168,64,820000
"2412",58,24,1000,1,1,"other",160000,176,78,228000
"2413",63,26,2000,1,1,"other",375000,177,75,684000
"2414",72,28,15000,1,0,"other",3100000,184,80,5600000
"2415",78,24,59000,1,0,"other",12500000,195,94,24700000
"2416",69,25,2000,1,1,"other",1400000,179,72,2e+06
"2417",56,20,1000,1,1,"other",130000,183,74,189000
"2418",72,31,30000,1,0,"other",2700000,182,74,5200000
"2419",66,26,2000,1,0,"other",750000,182,74,994000
"2420",65,21,3000,1,1,"other",750000,178,74,0
"2421",78,24,19000,2,0,"other",1.3e+07,173,70,19200000
"2422",67,20,4000,1,1,"other",1500000,178,72,0
"2423",55,21,1000,1,1,"other",120000,177,68,186000
"2424",60,28,1000,1,1,"other",2e+05,178,78,265000
"2425",51,19,2000,1,1,"other",80000,180,64,190000
"2426",54,19,1000,1,1,"other",140000,180,77,291000
"2427",75,22,17000,1,0,"other",8500000,175,70,13600000
"2428",63,33,4000,1,1,"other",180000,183,75,279000
"2429",66,27,2000,1,1,"other",675000,185,79,1100000
"2430",62,20,1000,1,1,"other",450000,181,74,653000
"2431",64,31,2000,1,0,"other",4e+05,196,96,540000
"2432",73,30,7000,1,0,"other",3800000,181,70,7900000
"2433",58,20,2000,1,1,"other",250000,178,67,0
"2434",66,24,4000,1,1,"other",875000,184,74,1300000
"2435",74,24,56000,2,1,"Top_20",6500000,179,70,12800000
"2436",64,28,3000,1,0,"other",4e+05,187,80,5e+05
"2437",72,25,7000,1,0,"other",3800000,180,74,5100000
"2438",65,23,3000,1,0,"other",675000,185,80,1500000
"2439",70,30,15000,1,1,"other",1400000,186,77,3200000
"2440",75,32,40000,2,1,"other",5500000,172,66,8800000
"2441",64,33,2000,1,1,"other",280000,187,80,350000
"2442",68,31,3000,1,1,"other",650000,183,74,813000
"2443",69,23,4000,1,1,"other",1400000,187,69,0
"2444",61,19,5000,1,1,"other",425000,178,70,893000
"2445",64,33,3000,1,0,"other",270000,185,82,338000
"2446",68,30,3000,1,0,"other",725000,186,80,979000
"2447",63,32,3000,1,1,"other",240000,180,71,444000
"2448",63,29,1000,1,1,"other",3e+05,183,78,375000
"2449",74,22,7000,1,0,"other",8e+06,168,64,0
"2450",62,33,1000,1,1,"other",140000,181,75,175000
"2451",71,28,9000,1,1,"other",2400000,182,69,5100000
"2452",60,30,2000,1,1,"other",170000,192,82,264000
"2453",70,23,10000,1,1,"other",2400000,167,56,4600000
"2454",66,18,7000,1,1,"Top_10",1200000,180,70,3100000
"2455",69,25,3000,1,0,"other",1300000,185,74,1800000
"2456",64,24,1000,1,0,"other",6e+05,182,74,870000
"2457",61,19,1000,1,1,"other",475000,185,74,986000
"2458",70,22,12000,1,1,"other",2800000,183,80,6400000
"2459",67,32,1000,1,1,"other",5e+05,185,78,675000
"2460",62,33,1000,1,1,"other",140000,176,72,175000
"2461",70,27,22000,1,1,"other",1900000,178,73,3300000
"2462",66,27,3000,1,1,"other",725000,179,73,1300000
"2463",63,19,3000,1,1,"other",750000,176,65,1900000
"2464",56,22,1000,1,1,"other",120000,193,84,198000
"2465",59,21,1000,1,0,"other",3e+05,177,70,593000
"2466",70,21,10000,1,1,"other",2600000,177,80,4900000
"2467",64,30,3000,1,1,"other",425000,170,68,616000
"2468",68,23,8000,1,1,"other",1400000,183,77,3e+06
"2469",70,21,6000,1,1,"other",2800000,180,75,0
"2470",64,23,1000,1,0,"other",675000,166,65,1100000
"2471",57,19,1000,1,1,"other",180000,178,61,356000
"2472",64,23,2000,1,1,"other",575000,180,77,978000
"2473",70,23,10000,1,1,"other",2800000,175,75,4500000
"2474",68,29,4000,1,1,"other",9e+05,182,79,1400000
"2475",73,31,14000,1,0,"other",3e+06,186,80,5300000
"2476",64,28,1000,1,1,"other",450000,183,77,653000
"2477",66,22,4000,1,0,"other",1e+06,187,80,2e+06
"2478",64,23,4000,1,1,"other",725000,183,73,1700000
"2479",75,31,10000,1,0,"other",4900000,178,70,10400000
"2480",64,31,1000,1,1,"other",4e+05,171,63,5e+05
"2481",66,18,3000,1,1,"other",1300000,186,73,3300000
"2482",67,29,4000,1,1,"other",750000,176,70,1e+06
"2483",62,20,10000,1,1,"other",675000,187,80,1700000
"2484",75,33,8000,1,0,"other",3200000,180,70,4900000
"2485",64,21,3000,1,1,"other",750000,192,81,0
"2486",63,25,1000,1,0,"other",4e+05,183,78,730000
"2487",71,24,13000,1,1,"other",2600000,182,75,4700000
"2488",63,27,2000,1,0,"other",325000,184,78,569000
"2489",59,35,2000,1,1,"other",70000,183,81,123000
"2490",62,21,2000,1,0,"other",525000,186,82,761000
"2491",68,25,5000,1,0,"other",1100000,176,67,2e+06
"2492",71,35,10000,2,0,"other",725000,187,81,1500000
"2493",62,21,2000,1,1,"other",5e+05,165,66,975000
"2494",50,28,2000,1,1,"other",30000,176,74,60000
"2495",77,25,41000,2,1,"other",1.1e+07,184,81,19500000
"2496",64,18,1000,1,1,"other",925000,178,62,2500000
"2497",72,20,15000,1,1,"Top_30",5e+06,178,75,11400000
"2498",70,27,14000,1,1,"other",1600000,179,74,3e+06
"2499",68,30,3000,1,0,"other",750000,177,73,1300000
"2500",63,22,1000,1,0,"other",450000,180,83,653000
"2501",75,30,20000,1,1,"other",5500000,180,81,7700000
"2502",67,32,11000,1,1,"other",6e+05,172,75,1200000
"2503",68,28,4000,1,0,"other",775000,190,79,1100000
"2504",72,31,10000,1,0,"other",2200000,177,65,4500000
"2505",73,26,22000,1,0,"other",4100000,180,74,8e+06
"2506",62,30,3000,1,1,"other",290000,172,64,508000
"2507",67,34,1000,1,0,"other",375000,168,74,506000
"2508",63,22,7000,1,1,"other",525000,184,80,1100000
"2509",63,23,1000,1,1,"other",5e+05,187,77,875000
"2510",73,23,12000,1,1,"other",5500000,178,74,8100000
"2511",64,33,1000,1,1,"other",2e+05,174,62,250000
"2512",66,22,4000,1,0,"other",850000,187,84,1500000
"2513",63,19,1000,1,1,"other",575000,175,70,949000
"2514",64,27,4000,1,1,"other",525000,199,92,958000
"2515",50,22,2000,1,1,"other",40000,176,66,70000
"2516",70,33,10000,1,0,"other",8e+05,179,81,1100000
"2517",75,27,20000,1,0,"other",7500000,183,74,16300000
"2518",67,26,2000,1,0,"other",875000,185,82,1200000
"2519",62,33,1000,1,1,"other",180000,178,64,225000
"2520",54,20,2000,1,1,"other",110000,186,75,182000
"2521",73,27,39000,1,0,"other",4200000,168,63,7100000
"2522",67,25,6000,1,1,"other",850000,180,70,1300000
"2523",77,33,47000,3,1,"other",4200000,193,88,8e+06
"2524",71,35,6000,1,0,"other",725000,187,79,1400000
"2525",67,28,3000,1,1,"other",750000,176,70,938000
"2526",71,26,11000,1,0,"other",3e+06,176,79,0
"2527",71,24,6000,1,0,"other",2700000,177,73,0
"2528",65,22,3000,1,0,"other",7e+05,170,69,1200000
"2529",68,31,5000,1,1,"other",650000,175,75,975000
"2530",69,25,3000,1,0,"other",1300000,177,71,0
"2531",65,29,1000,1,0,"other",525000,178,76,761000
"2532",79,29,32000,3,0,"other",10500000,186,83,0
"2533",58,19,1000,1,0,"other",2e+05,171,71,290000
"2534",64,23,6000,1,1,"other",625000,189,85,1200000
"2535",67,24,2000,1,0,"other",1e+06,175,70,1500000
"2536",63,25,4000,1,1,"other",425000,188,75,776000
"2537",66,23,3000,1,1,"other",850000,179,76,1600000
"2538",65,26,1000,1,0,"other",5e+05,183,78,675000
"2539",70,21,25000,1,1,"other",2900000,187,80,6100000
"2540",64,21,3000,1,0,"other",875000,179,69,0
"2541",74,28,8000,1,0,"other",4800000,169,72,6800000
"2542",65,21,1000,1,0,"other",775000,175,70,1100000
"2543",65,20,6000,1,1,"Top_30",850000,188,80,1400000
"2544",71,23,8000,1,0,"other",3e+06,187,84,5100000
"2545",83,31,145000,3,1,"Top_10",1.9e+07,183,81,35200000
"2546",70,32,3000,1,0,"other",1400000,184,80,2200000
"2547",78,29,37000,1,0,"other",8500000,183,82,16200000
"2548",68,30,3000,1,0,"other",750000,186,76,1100000
"2549",69,23,7000,1,0,"other",1400000,171,70,2100000
"2550",64,24,1000,1,0,"other",525000,185,78,801000
"2551",69,30,4000,1,1,"other",850000,190,83,1100000
"2552",61,21,6000,1,1,"other",350000,175,71,735000
"2553",65,30,5000,1,1,"other",450000,191,86,743000
"2554",65,18,7000,1,1,"Top_20",1100000,182,64,2800000
"2555",70,28,5000,1,0,"other",1800000,174,75,2700000
"2556",64,31,4000,1,0,"other",325000,191,79,569000
"2557",66,27,2000,1,0,"other",750000,178,80,1400000
"2558",73,34,3000,1,0,"other",1500000,180,74,2e+06
"2559",65,22,2000,1,1,"other",875000,170,70,2e+06
"2560",75,35,41000,2,1,"other",2e+06,186,101,3800000
"2561",65,18,5000,1,1,"Top_10",1100000,176,63,3400000
"2562",66,26,4000,1,1,"other",7e+05,184,79,1300000
"2563",67,31,0,1,0,"other",0,180,70,0
"2564",67,30,10000,1,1,"other",725000,185,79,1400000
"2565",73,25,20000,1,1,"other",4400000,180,75,8700000
"2566",67,35,8000,1,1,"other",240000,189,83,456000
"2567",66,24,1000,1,0,"other",850000,179,74,1100000
"2568",68,30,2000,1,1,"other",725000,183,73,1e+06
"2569",71,30,1000,1,1,"other",1900000,179,66,4100000
"2570",61,21,1000,1,0,"other",425000,191,80,0
"2571",71,34,7000,1,0,"other",875000,179,85,1500000
"2572",60,21,1000,1,1,"other",375000,183,85,891000
"2573",67,30,6000,1,0,"other",725000,185,71,1200000
"2574",70,37,2000,2,1,"other",625000,179,75,1e+06
"2575",78,28,61000,2,1,"Top_20",9e+06,172,78,17100000
"2576",53,27,1000,1,1,"other",60000,187,83,81000
"2577",62,31,1000,1,0,"other",230000,180,81,311000
"2578",64,22,2000,1,1,"other",7e+05,170,66,1200000
"2579",68,33,1000,1,0,"other",550000,178,71,743000
"2580",67,26,15000,1,1,"other",775000,181,79,1500000
"2581",61,32,2000,1,0,"other",190000,183,72,333000
"2582",78,32,23000,3,0,"other",8e+06,175,75,1.2e+07
"2583",75,33,13000,2,0,"other",4e+06,175,68,6100000
"2584",61,28,1000,1,1,"other",250000,184,71,0
"2585",61,19,1000,1,1,"other",550000,180,75,1300000
"2586",50,18,1000,1,1,"other",60000,170,62,143000
"2587",73,20,1000,1,1,"Top_30",7e+06,178,72,16800000
"2588",72,34,12000,1,0,"other",1200000,183,80,2400000
"2589",64,21,5000,1,1,"other",650000,185,78,1400000
"2590",62,18,3000,1,1,"Top_10",6e+05,183,75,1500000
"2591",65,22,3000,1,0,"other",825000,179,72,0
"2592",74,32,1000,1,1,"other",4400000,183,81,9200000
"2593",60,24,2000,1,0,"other",250000,178,70,488000
"2594",71,20,10000,1,1,"other",3800000,176,66,6500000
"2595",69,23,1000,1,1,"other",1300000,180,76,3200000
"2596",62,22,4000,1,1,"other",475000,179,70,903000
"2597",52,17,1000,1,1,"other",1e+05,181,72,235000
"2598",64,21,1000,1,1,"other",925000,186,79,1800000
"2599",60,23,1000,1,1,"other",280000,178,67,427000
"2600",82,27,82000,2,1,"Top_20",2.3e+07,182,79,39700000
"2601",66,26,3000,1,0,"other",750000,176,73,1300000
"2602",58,23,2000,1,1,"other",170000,174,63,255000
"2603",68,26,1000,1,1,"other",1100000,169,67,2400000
"2604",52,19,1000,1,1,"other",110000,178,72,217000
"2605",65,34,1000,1,0,"other",2e+05,191,90,250000
"2606",68,29,4000,1,0,"other",750000,182,76,1400000
"2607",70,27,28000,1,1,"other",1600000,173,73,3e+06
"2608",77,27,19000,2,0,"other",9500000,184,73,0
"2609",60,22,1000,1,1,"other",3e+05,180,70,525000
"2610",60,27,1000,1,1,"other",220000,193,79,358000
"2611",64,27,2000,1,1,"other",475000,178,77,689000
"2612",67,23,2000,1,1,"other",1100000,180,71,2100000
"2613",78,31,53000,2,0,"Top_30",8e+06,184,86,13600000
"2614",63,20,1000,1,1,"other",750000,180,73,1600000
"2615",73,33,20000,1,0,"other",2400000,174,77,4e+06
"2616",66,30,2000,1,1,"other",525000,187,77,709000
"2617",68,29,5000,1,1,"other",9e+05,191,90,1300000
"2618",67,26,5000,1,1,"other",825000,187,81,1300000
"2619",60,19,2000,1,1,"other",450000,169,63,1e+06
"2620",73,27,21000,1,0,"other",4e+06,184,85,6800000
"2621",63,20,2000,1,1,"other",625000,180,69,906000
"2622",75,22,40000,1,1,"other",9500000,171,69,2e+07
"2623",65,23,3000,1,1,"other",825000,165,53,1500000
"2624",64,22,2000,1,0,"other",675000,179,77,1100000
"2625",57,22,1000,1,1,"other",170000,180,70,332000
"2626",55,20,4000,1,1,"other",170000,179,81,412000
"2627",74,28,8000,2,1,"other",5500000,170,68,8300000
"2628",72,30,19000,2,1,"other",2500000,180,73,4700000
"2629",49,18,1000,1,1,"other",60000,187,74,143000
"2630",64,24,2000,1,1,"other",575000,185,80,834000
"2631",65,27,2000,1,0,"other",575000,190,84,877000
"2632",71,24,3000,1,0,"other",3100000,180,74,5200000
"2633",59,19,1000,1,1,"other",325000,183,73,674000
"2634",58,20,1000,1,1,"other",260000,185,75,540000
"2635",71,24,10000,1,0,"other",2900000,185,76,6400000
"2636",72,31,14000,1,0,"other",2800000,180,71,5300000
"2637",64,27,1000,1,0,"other",425000,183,74,531000
"2638",66,27,1000,1,0,"other",675000,185,77,1e+06
"2639",75,30,30000,1,1,"other",6500000,190,81,10400000
"2640",64,28,1000,1,1,"other",450000,188,80,596000
"2641",60,18,1000,1,1,"other",425000,176,67,1200000
"2642",61,17,1000,1,1,"other",5e+05,184,74,1100000
"2643",68,24,3000,1,0,"other",1e+06,192,90,1500000
"2644",76,19,52000,1,1,"Top_10",16500000,171,69,40800000
"2645",62,28,3000,1,1,"other",325000,175,70,471000
"2646",68,21,3000,1,1,"other",1700000,169,73,0
"2647",61,19,1000,1,1,"other",450000,193,82,743000
"2648",64,33,3000,1,1,"other",270000,175,83,473000
"2649",64,30,1000,1,1,"other",350000,172,68,438000
"2650",63,21,2000,1,1,"other",6e+05,196,78,1200000
"2651",65,21,5000,1,1,"other",1e+06,192,80,2900000
"2652",68,23,9000,1,0,"other",1300000,193,75,2800000
"2653",82,26,29000,3,0,"other",2.4e+07,178,72,37200000
"2654",67,31,2000,1,1,"other",575000,188,83,776000
"2655",70,22,18000,1,0,"other",2500000,176,66,4400000
"2656",48,22,2000,1,1,"other",40000,177,66,72000
"2657",60,21,1000,1,0,"other",450000,173,65,844000
"2658",74,31,12000,1,0,"other",4100000,176,71,8100000
"2659",66,33,3000,1,1,"other",325000,193,87,471000
"2660",67,24,6000,1,1,"other",9e+05,178,73,1500000
"2661",68,21,2000,1,0,"other",1400000,185,73,2e+06
"2662",71,30,8000,1,1,"other",2300000,190,85,3700000
"2663",64,29,4000,1,0,"other",375000,180,76,581000
"2664",62,22,9000,1,1,"other",450000,172,58,810000
"2665",61,17,1000,1,1,"other",475000,177,70,1e+06
"2666",63,24,2000,1,1,"other",450000,190,77,821000
"2667",74,27,22000,1,0,"other",5e+06,181,82,9500000
"2668",72,20,6000,1,1,"Top_20",4900000,188,73,10900000
"2669",67,28,6000,1,1,"other",8e+05,187,88,1200000
"2670",67,28,2000,1,0,"other",750000,188,83,994000
"2671",61,24,1000,1,1,"other",350000,182,83,630000
"2672",74,26,39000,1,1,"other",6e+06,192,84,11300000
"2673",67,26,3000,1,0,"other",775000,180,70,1300000
"2674",74,26,53000,1,0,"other",6e+06,181,74,11900000
"2675",59,24,1000,1,1,"other",210000,183,77,368000
"2676",60,22,2000,1,1,"other",325000,172,69,504000
"2677",69,23,7000,1,0,"other",1600000,190,88,2700000
"2678",50,22,2000,1,1,"other",40000,177,72,65000
"2679",62,26,1000,1,1,"other",375000,184,72,609000
"2680",62,20,1000,1,1,"other",675000,177,77,1600000
"2681",63,22,2000,1,1,"other",625000,176,70,0
"2682",62,22,1000,1,1,"other",425000,180,76,999000
"2683",66,32,3000,1,1,"other",4e+05,175,67,580000
"2684",72,24,5000,1,0,"other",3600000,171,79,5600000
"2685",78,32,64000,3,0,"other",8e+06,185,85,15200000
"2686",76,18,47000,1,1,"Top_10",1.4e+07,174,64,37500000
"2687",66,31,4000,1,1,"other",475000,177,72,879000
"2688",59,19,4000,1,1,"other",325000,173,66,943000
"2689",70,29,3000,1,0,"other",1700000,183,76,2600000
"2690",88,25,215000,3,0,"Top_10",76500000,177,75,1.32e+08
"2691",60,19,4000,1,1,"other",425000,183,75,1100000
"2692",58,18,1000,1,1,"other",260000,179,75,566000
"2693",69,25,7000,1,0,"other",1300000,179,76,1800000
"2694",74,21,1000,1,0,"other",8500000,186,80,20400000
"2695",75,29,0,1,0,"other",0,184,75,0
"2696",66,30,1000,1,0,"other",525000,175,74,709000
"2697",62,29,2000,1,1,"other",3e+05,173,75,525000
"2698",62,21,2000,1,1,"other",475000,185,80,998000
"2699",71,26,7000,1,0,"other",2900000,173,67,4500000
"2700",65,20,8000,1,1,"Top_20",1200000,181,70,2800000
"2701",64,26,1000,1,1,"other",550000,174,71,784000
"2702",52,18,1000,1,1,"other",110000,180,65,303000
"2703",68,23,3000,1,1,"other",1200000,187,76,0
"2704",71,27,4000,1,1,"other",2500000,183,80,4e+06
"2705",74,33,28000,1,0,"Top_30",2500000,175,73,3800000
"2706",58,23,1000,1,1,"other",170000,188,90,247000
"2707",65,20,1000,1,1,"Top_20",1200000,171,65,3200000
"2708",67,24,2000,1,1,"other",1e+06,186,75,1800000
"2709",57,21,1000,1,1,"other",190000,185,78,480000
"2710",62,21,1000,1,1,"other",475000,172,69,689000
"2711",63,33,2000,1,1,"other",170000,178,71,213000
"2712",60,21,1000,1,1,"other",325000,184,72,471000
"2713",61,19,1000,1,0,"other",550000,188,76,1100000
"2714",66,25,0,1,0,"other",0,177,70,0
"2715",66,24,11000,1,1,"other",775000,181,70,1600000
"2716",62,20,2000,1,0,"other",525000,181,72,0
"2717",59,22,1000,1,1,"other",240000,178,72,372000
"2718",67,27,4000,1,1,"other",8e+05,172,66,1200000
"2719",69,25,9000,1,1,"other",1200000,180,74,2400000
"2720",64,27,2000,1,1,"other",4e+05,175,70,6e+05
"2721",65,22,4000,1,0,"other",650000,179,72,1100000
"2722",73,28,13000,1,0,"other",4e+06,180,79,6100000
"2723",59,24,0,1,0,"other",0,181,75,0
"2724",74,27,13000,1,0,"other",6500000,170,65,0
"2725",68,25,5000,1,0,"other",1e+06,188,76,1800000
"2726",63,23,3000,1,1,"other",425000,180,74,776000
"2727",70,22,14000,1,1,"other",2500000,178,71,4700000
"2728",65,29,3000,1,1,"other",450000,178,74,0
"2729",64,23,1000,1,1,"other",7e+05,189,86,1e+06
"2730",71,26,6000,1,0,"other",2900000,183,75,4600000
"2731",69,23,7000,1,0,"other",1500000,178,71,2600000
"2732",75,31,23000,2,1,"other",4900000,191,85,8400000
"2733",69,27,5000,1,0,"other",925000,177,70,1300000
"2734",67,29,3000,1,0,"other",625000,168,70,781000
"2735",56,18,1000,1,1,"other",190000,182,75,451000
"2736",66,29,4000,1,0,"other",625000,181,77,906000
"2737",61,29,2000,1,0,"other",240000,184,79,3e+05
"2738",60,21,1000,1,1,"other",375000,189,84,0
"2739",63,21,1000,1,0,"other",525000,177,72,1e+06
"2740",65,25,1000,1,0,"other",675000,182,80,1300000
"2741",56,20,2000,1,1,"other",150000,175,67,293000
"2742",55,22,2000,1,1,"other",120000,186,79,234000
"2743",60,21,1000,1,1,"other",450000,187,77,1e+06
"2744",69,25,5000,1,0,"other",1200000,189,83,2300000
"2745",67,27,11000,1,1,"other",750000,184,80,1500000
"2746",65,25,5000,1,0,"other",6e+05,181,75,1100000
"2747",73,27,29000,1,0,"other",3600000,180,69,5700000
"2748",74,24,54000,1,1,"Top_20",7500000,175,72,14400000
"2749",65,22,3000,1,1,"other",925000,181,73,1400000
"2750",67,26,5000,1,1,"other",950000,181,76,1600000
"2751",59,21,1000,1,1,"other",325000,188,81,642000
"2752",59,24,3000,1,1,"other",210000,181,70,383000
"2753",54,17,1000,1,1,"other",120000,183,75,231000
"2754",71,24,23000,1,0,"other",3200000,180,75,6800000
"2755",58,20,2000,1,1,"other",190000,175,71,323000
"2756",63,21,2000,1,1,"other",525000,186,80,919000
"2757",62,23,2000,1,1,"other",4e+05,174,69,660000
"2758",72,28,4000,1,1,"other",3100000,168,73,0
"2759",52,17,1000,1,1,"other",90000,184,75,221000
"2760",69,27,2000,1,0,"other",1100000,176,67,1700000
"2761",63,18,1000,1,1,"other",525000,172,68,1200000
"2762",65,23,2000,1,1,"other",675000,194,89,1600000
"2763",59,20,2000,1,1,"other",350000,171,65,709000
"2764",74,30,43000,2,1,"other",5500000,178,70,9900000
"2765",73,37,17000,1,1,"other",1300000,187,78,2300000
"2766",66,25,4000,1,1,"other",7e+05,182,70,1200000
"2767",59,20,2000,1,1,"other",350000,168,65,779000
"2768",50,18,1000,1,1,"other",40000,180,78,70000
"2769",60,28,5000,1,1,"other",210000,171,66,347000
"2770",69,28,19000,1,0,"other",9e+05,175,71,1700000
"2771",72,32,11000,1,0,"other",2e+06,193,86,3e+06
"2772",63,28,3000,1,0,"other",375000,187,75,572000
"2773",69,21,2000,1,1,"other",1700000,166,63,2600000
"2774",71,31,3000,1,0,"other",1800000,178,73,2400000
"2775",67,24,4000,1,0,"other",950000,183,77,1400000
"2776",69,27,6000,1,0,"other",1200000,179,75,1700000
"2777",65,26,1000,1,1,"other",6e+05,173,72,855000
"2778",77,27,26000,1,0,"other",9500000,178,72,18100000
"2779",61,20,7000,1,1,"other",525000,185,73,1300000
"2780",67,31,3000,1,0,"other",575000,170,65,719000
"2781",68,23,5000,1,0,"other",1200000,171,78,2600000
"2782",67,20,3000,1,0,"other",1100000,180,72,2600000
"2783",74,35,7000,1,0,"other",2600000,165,69,0
"2784",63,20,2000,1,1,"other",775000,173,71,0
"2785",65,31,2000,1,0,"other",475000,190,86,594000
"2786",71,31,19000,1,1,"other",1700000,174,78,3300000
"2787",69,24,9000,1,1,"other",1500000,176,75,3300000
"2788",61,20,1000,1,1,"other",550000,180,63,1100000
"2789",62,19,6000,1,1,"other",650000,175,77,1600000
"2790",67,25,3000,1,1,"other",925000,167,70,1500000
"2791",71,27,8000,1,0,"other",2700000,178,73,3700000
"2792",72,31,27000,1,0,"other",2300000,187,80,4400000
"2793",62,18,1000,1,1,"other",575000,187,83,1100000
"2794",65,28,4000,1,0,"other",475000,175,65,831000
"2795",75,27,23000,1,0,"other",6500000,176,70,14100000
"2796",69,19,15000,1,1,"Top_20",2200000,174,63,5600000
"2797",66,24,5000,1,0,"other",850000,180,72,1600000
"2798",56,20,2000,1,1,"other",160000,180,68,264000
"2799",68,25,18000,1,1,"other",1200000,190,83,2400000
"2800",64,37,1000,1,0,"other",90000,188,85,113000
"2801",58,20,1000,1,1,"other",210000,178,64,483000
"2802",53,21,2000,1,1,"other",130000,192,89,270000
"2803",66,28,4000,1,1,"other",650000,178,66,1100000
"2804",65,27,3000,1,1,"other",625000,184,86,1100000
"2805",62,29,2000,1,0,"other",290000,179,79,363000
"2806",61,28,2000,1,0,"other",250000,184,77,363000
"2807",70,22,3000,1,1,"other",2200000,185,70,0
"2808",69,27,5000,1,1,"other",1100000,180,80,1600000
"2809",58,23,1000,1,1,"other",2e+05,173,69,350000
"2810",63,19,1000,1,1,"other",575000,179,71,1400000
"2811",77,27,36000,1,1,"Top_30",10500000,185,73,22800000
"2812",65,19,1000,1,1,"other",950000,186,76,2600000
"2813",60,22,1000,1,1,"other",375000,170,65,581000
"2814",63,24,2000,1,1,"other",450000,185,79,653000
"2815",72,27,6000,1,0,"other",3100000,172,63,5e+06
"2816",57,20,2000,1,1,"other",230000,177,73,0
"2817",63,29,1000,1,0,"other",3e+05,177,74,405000
"2818",70,25,3000,1,0,"other",2300000,172,65,3900000
"2819",68,22,6000,1,1,"other",1300000,182,73,2300000
"2820",64,24,2000,1,1,"other",550000,170,65,1200000
"2821",64,20,2000,1,1,"other",725000,182,75,1100000
"2822",59,22,1000,1,1,"other",190000,183,72,0
"2823",63,22,1000,1,0,"other",6e+05,197,87,870000
"2824",64,23,3000,1,1,"other",650000,193,85,1300000
"2825",69,24,4000,1,0,"other",1400000,184,77,1800000
"2826",59,18,1000,1,1,"other",260000,177,70,429000
"2827",66,20,1000,1,0,"other",1e+06,173,58,2e+06
"2828",76,22,53000,1,1,"Top_20",11500000,184,73,24200000
"2829",63,23,3000,1,1,"other",450000,194,81,0
"2830",71,21,21000,1,1,"other",3800000,180,74,7700000
"2831",84,25,150000,2,1,"Top_10",36500000,182,74,70300000
"2832",73,32,11000,1,0,"other",3100000,168,71,4700000
"2833",69,31,5000,1,1,"other",925000,178,73,1600000
"2834",70,28,8000,2,0,"other",1800000,180,72,2600000
"2835",69,25,13000,1,1,"other",1200000,191,80,2200000
"2836",65,19,8000,1,1,"other",1100000,168,65,2900000
"2837",68,23,11000,1,1,"other",1400000,176,75,0
"2838",72,27,7000,1,0,"other",2800000,180,65,3700000
"2839",63,26,1000,1,0,"other",450000,180,75,686000
"2840",65,26,1000,1,1,"other",6e+05,188,80,975000
"2841",57,19,1000,1,1,"other",180000,184,79,428000
"2842",70,33,2000,1,0,"other",8e+05,169,60,1100000
"2843",75,28,14000,1,1,"Top_30",6500000,172,71,1.3e+07
"2844",63,20,1000,1,1,"other",6e+05,186,77,990000
"2845",78,26,14000,1,1,"Top_20",11500000,176,75,23900000
"2846",50,23,1000,1,1,"other",40000,176,72,58000
"2847",67,23,5000,1,0,"other",925000,185,83,1600000
"2848",73,24,11000,1,0,"other",4600000,177,74,7200000
"2849",70,32,8000,1,0,"other",1100000,183,80,1800000
"2850",57,23,1000,1,1,"other",150000,178,74,233000
"2851",77,30,10000,2,1,"other",8500000,173,70,12800000
"2852",53,23,4000,1,1,"other",90000,172,63,167000
"2853",69,27,7000,1,1,"other",1e+06,180,73,2200000
"2854",77,30,22000,2,0,"other",8500000,180,80,1.7e+07
"2855",49,18,1000,1,1,"other",60000,176,68,189000
"2856",72,27,3000,1,0,"other",3500000,173,66,5700000
"2857",69,29,3000,1,0,"other",9e+05,178,75,1600000
"2858",70,27,5000,1,0,"other",1900000,179,76,3300000
"2859",65,21,7000,1,1,"other",875000,164,64,1700000
"2860",66,24,3000,1,1,"other",850000,187,90,1300000
"2861",71,26,18000,1,0,"other",2800000,163,58,4900000
"2862",69,25,4000,1,0,"other",1400000,186,84,0
"2863",79,32,31000,1,1,"other",1e+07,172,68,2.1e+07
"2864",72,35,2000,2,1,"other",975000,174,73,1300000
"2865",62,25,1000,1,1,"other",350000,182,82,0
