"","overall_transformed","age_tran","wage_tran","international_reputation","is_sub","Top_Club","value_tran","release_tran"
"2655",26806.2026241036,6.89742513781528,3.24e+08,1,0,"other",6.25e+12,1.936e+13
"2656",10838.7442715874,6.89742513781528,4e+06,1,1,"other",1.6e+09,5.184e+09
"2657",18516.6748683181,6.7039137219579,1e+06,1,0,"other",2.025e+11,7.12336e+11
"2658",30630.6439676987,8.46070789930705,1.44e+08,1,0,"other",1.681e+13,6.561e+13
"2659",23275.8444024818,8.7735324353329,9e+06,1,1,"other",1.05625e+11,2.21841e+11
"2660",24131.2337482305,7.27079286900546,3.6e+07,1,1,"other",8.1e+11,2.25e+12
"2661",25004.6851532663,6.7039137219579,4e+06,1,0,"other",1.96e+12,4e+12
"2662",27734.48059515,8.30023899891754,6.4e+07,1,1,"other",5.29e+12,1.369e+13
"2663",21618.8176101031,8.13688012439014,1.6e+07,1,0,"other",1.40625e+11,3.37561e+11
"2664",20032.7261773365,6.89742513781528,8.1e+07,1,1,"other",2.025e+11,6.561e+11
"2665",19266.0021327151,5.87571073418712,1e+06,1,1,"other",2.25625e+11,1e+12
"2666",20816.9605262596,7.27079286900546,4e+06,1,1,"other",2.025e+11,6.74041e+11
"2667",30630.6439676987,7.80086037616557,4.84e+08,1,0,"other",2.5e+13,9.025e+13
"2668",28681.2444787277,6.50540326910651,3.6e+07,1,1,"Top_20",2.401e+13,1.1881e+14
"2669",24131.2337482305,7.9704767893106,3.6e+07,1,1,"other",6.4e+11,1.44e+12
"2670",24131.2337482305,7.9704767893106,4e+06,1,0,"other",5.625e+11,9.88036e+11
"2671",19266.0021327151,7.27079286900546,1e+06,1,1,"other",1.225e+11,3.969e+11
"2672",30630.6439676987,7.62784626614106,1.521e+09,1,1,"other",3.6e+13,1.2769e+14
"2673",24131.2337482305,7.62784626614106,9e+06,1,0,"other",6.00625e+11,1.69e+12
"2674",30630.6439676987,7.62784626614106,2.809e+09,1,0,"other",3.6e+13,1.4161e+14
"2675",17784.6297377822,7.27079286900546,1e+06,1,1,"other",4.41e+10,1.35424e+11
"2676",18516.6748683181,6.89742513781528,4e+06,1,1,"other",1.05625e+11,2.54016e+11
"2677",25896.305974114,7.08628242288099,4.9e+07,1,0,"other",2.56e+12,7.29e+12
"2678",11954.4062473755,6.89742513781528,4e+06,1,1,"other",1.6e+09,4.225e+09
"2679",20032.7261773365,7.62784626614106,1e+06,1,1,"other",1.40625e+11,3.70881e+11
"2680",20032.7261773365,6.50540326910651,1e+06,1,1,"other",4.55625e+11,2.56e+12
"2681",20816.9605262596,6.89742513781528,4e+06,1,1,"other",3.90625e+11,0
"2682",20032.7261773365,6.89742513781528,1e+06,1,1,"other",1.80625e+11,9.98001e+11
"2683",23275.8444024818,8.61842877960116,9e+06,1,1,"other",1.6e+11,3.364e+11
"2684",28681.2444787277,7.27079286900546,2.5e+07,1,0,"other",1.296e+13,3.136e+13
"2685",34755.7805546427,8.61842877960116,4.096e+09,3,0,"other",6.4e+13,2.3104e+14
"2686",32655.2205640584,6.09177543102124,2.209e+09,1,1,"Top_10",1.96e+14,1.40625e+15
"2687",23275.8444024818,8.46070789930705,1.6e+07,1,1,"other",2.25625e+11,7.72641e+11
"2688",17784.6297377822,6.30150451067143,1.6e+07,1,1,"other",1.05625e+11,8.89249e+11
"2689",26806.2026241036,8.13688012439014,9e+06,1,0,"other",2.89e+12,6.76e+12
"2690",46425.6949190571,7.45123163898525,4.6225e+10,3,0,"Top_10",5.85225e+15,1.7424e+16
"2691",18516.6748683181,6.30150451067143,1.6e+07,1,1,"other",1.80625e+11,1.21e+12
"2692",17069.7509423732,6.09177543102124,1e+06,1,1,"other",6.76e+10,3.20356e+11
"2693",25896.305974114,7.45123163898525,4.9e+07,1,0,"other",1.69e+12,3.24e+12
"2694",30630.6439676987,6.7039137219579,1e+06,1,0,"other",7.225e+13,4.1616e+14
"2695",31633.4844321214,8.13688012439014,0,1,0,"other",0,0
"2696",23275.8444024818,8.30023899891754,1e+06,1,0,"other",2.75625e+11,5.02681e+11
"2697",20032.7261773365,8.13688012439014,4e+06,1,1,"other",9e+10,2.75625e+11
"2698",20032.7261773365,6.7039137219579,4e+06,1,1,"other",2.25625e+11,9.96004e+11
"2699",27734.48059515,7.62784626614106,4.9e+07,1,0,"other",8.41e+12,2.025e+13
"2700",22438.4087936718,6.50540326910651,6.4e+07,1,1,"Top_20",1.44e+12,7.84e+12
"2701",21618.8176101031,7.62784626614106,1e+06,1,1,"other",3.025e+11,6.14656e+11
"2702",13134.3330541525,6.09177543102124,1e+06,1,1,"other",1.21e+10,9.1809e+10
"2703",25004.6851532663,7.08628242288099,9e+06,1,1,"other",1.44e+12,0
"2704",27734.48059515,7.80086037616557,1.6e+07,1,1,"other",6.25e+12,1.6e+13
"2705",30630.6439676987,8.7735324353329,7.84e+08,1,0,"Top_30",6.25e+12,1.444e+13
"2706",17069.7509423732,7.08628242288099,1e+06,1,1,"other",2.89e+10,6.1009e+10
"2707",22438.4087936718,6.50540326910651,1e+06,1,1,"Top_20",1.44e+12,1.024e+13
"2708",24131.2337482305,7.27079286900546,4e+06,1,1,"other",1e+12,3.24e+12
"2709",16371.9214995691,6.7039137219579,1e+06,1,1,"other",3.61e+10,2.304e+11
"2710",20032.7261773365,6.7039137219579,1e+06,1,1,"other",2.25625e+11,4.74721e+11
"2711",20816.9605262596,8.7735324353329,4e+06,1,1,"other",2.89e+10,4.5369e+10
"2712",18516.6748683181,6.7039137219579,1e+06,1,1,"other",1.05625e+11,2.21841e+11
"2713",19266.0021327151,6.30150451067143,1e+06,1,0,"other",3.025e+11,1.21e+12
"2714",23275.8444024818,7.45123163898525,0,1,0,"other",0,0
"2715",23275.8444024818,7.27079286900546,1.21e+08,1,1,"other",6.00625e+11,2.56e+12
"2716",20032.7261773365,6.50540326910651,4e+06,1,0,"other",2.75625e+11,0
"2717",17784.6297377822,6.89742513781528,1e+06,1,1,"other",5.76e+10,1.38384e+11
"2718",24131.2337482305,7.80086037616557,1.6e+07,1,1,"other",6.4e+11,1.44e+12
"2719",25896.305974114,7.45123163898525,8.1e+07,1,1,"other",1.44e+12,5.76e+12
"2720",21618.8176101031,7.80086037616557,4e+06,1,1,"other",1.6e+11,3.6e+11
"2721",22438.4087936718,6.89742513781528,1.6e+07,1,0,"other",4.225e+11,1.21e+12
"2722",29646.5979860793,7.9704767893106,1.69e+08,1,0,"other",1.6e+13,3.721e+13
"2723",17784.6297377822,7.27079286900546,0,1,0,"other",0,0
"2724",30630.6439676987,7.80086037616557,1.69e+08,1,0,"other",4.225e+13,0
"2725",25004.6851532663,7.45123163898525,2.5e+07,1,0,"other",1e+12,3.24e+12
"2726",20816.9605262596,7.08628242288099,9e+06,1,1,"other",1.80625e+11,6.02176e+11
"2727",26806.2026241036,6.89742513781528,1.96e+08,1,1,"other",6.25e+12,2.209e+13
"2728",22438.4087936718,8.13688012439014,9e+06,1,1,"other",2.025e+11,0
"2729",21618.8176101031,7.08628242288099,1e+06,1,1,"other",4.9e+11,1e+12
"2730",27734.48059515,7.62784626614106,3.6e+07,1,0,"other",8.41e+12,2.116e+13
"2731",25896.305974114,7.08628242288099,4.9e+07,1,0,"other",2.25e+12,6.76e+12
"2732",31633.4844321214,8.46070789930705,5.29e+08,2,1,"other",2.401e+13,7.056e+13
"2733",25896.305974114,7.80086037616557,2.5e+07,1,0,"other",8.55625e+11,1.69e+12
"2734",24131.2337482305,8.13688012439014,9e+06,1,0,"other",3.90625e+11,6.09961e+11
"2735",15691.0232102274,6.09177543102124,1e+06,1,1,"other",3.61e+10,2.03401e+11
"2736",23275.8444024818,8.13688012439014,1.6e+07,1,0,"other",3.90625e+11,8.20836e+11
"2737",19266.0021327151,8.13688012439014,4e+06,1,0,"other",5.76e+10,9e+10
"2738",18516.6748683181,6.7039137219579,1e+06,1,1,"other",1.40625e+11,0
"2739",20816.9605262596,6.7039137219579,1e+06,1,0,"other",2.75625e+11,1e+12
"2740",22438.4087936718,7.45123163898525,1e+06,1,0,"other",4.55625e+11,1.69e+12
"2741",15691.0232102274,6.50540326910651,4e+06,1,1,"other",2.25e+10,8.5849e+10
"2742",15026.9366242451,6.89742513781528,4e+06,1,1,"other",1.44e+10,5.4756e+10
"2743",18516.6748683181,6.7039137219579,1e+06,1,1,"other",2.025e+11,1e+12
"2744",25896.305974114,7.45123163898525,2.5e+07,1,0,"other",1.44e+12,5.29e+12
"2745",24131.2337482305,7.80086037616557,1.21e+08,1,1,"other",5.625e+11,2.25e+12
"2746",22438.4087936718,7.45123163898525,2.5e+07,1,0,"other",3.6e+11,1.21e+12
"2747",29646.5979860793,7.80086037616557,8.41e+08,1,0,"other",1.296e+13,3.249e+13
"2748",30630.6439676987,7.27079286900546,2.916e+09,1,1,"Top_20",5.625e+13,2.0736e+14
"2749",22438.4087936718,6.89742513781528,9e+06,1,1,"other",8.55625e+11,1.96e+12
"2750",24131.2337482305,7.62784626614106,2.5e+07,1,1,"other",9.025e+11,2.56e+12
"2751",17784.6297377822,6.7039137219579,1e+06,1,1,"other",1.05625e+11,4.12164e+11
"2752",17784.6297377822,7.27079286900546,9e+06,1,1,"other",4.41e+10,1.46689e+11
"2753",14379.5410046167,5.87571073418712,1e+06,1,1,"other",1.44e+10,5.3361e+10
"2754",27734.48059515,7.27079286900546,5.29e+08,1,0,"other",1.024e+13,4.624e+13
"2755",17069.7509423732,6.50540326910651,4e+06,1,1,"other",3.61e+10,1.04329e+11
"2756",20816.9605262596,6.7039137219579,4e+06,1,1,"other",2.75625e+11,8.44561e+11
"2757",20032.7261773365,7.08628242288099,4e+06,1,1,"other",1.6e+11,4.356e+11
"2758",28681.2444787277,7.9704767893106,1.6e+07,1,1,"other",9.61e+12,0
"2759",13134.3330541525,5.87571073418712,1e+06,1,1,"other",8.1e+09,4.8841e+10
"2760",25896.305974114,7.80086037616557,4e+06,1,0,"other",1.21e+12,2.89e+12
"2761",20816.9605262596,6.09177543102124,1e+06,1,1,"other",2.75625e+11,1.44e+12
"2762",22438.4087936718,7.08628242288099,4e+06,1,1,"other",4.55625e+11,2.56e+12
"2763",17784.6297377822,6.50540326910651,4e+06,1,1,"other",1.225e+11,5.02681e+11
"2764",30630.6439676987,8.30023899891754,1.849e+09,2,1,"other",3.025e+13,9.801e+13
"2765",29646.5979860793,9.37006240972088,2.89e+08,1,1,"other",1.69e+12,5.29e+12
"2766",23275.8444024818,7.45123163898525,1.6e+07,1,1,"other",4.9e+11,1.44e+12
"2767",17784.6297377822,6.50540326910651,4e+06,1,1,"other",1.225e+11,6.06841e+11
"2768",11954.4062473755,6.09177543102124,1e+06,1,1,"other",1.6e+09,4.9e+09
"2769",18516.6748683181,7.9704767893106,2.5e+07,1,1,"other",4.41e+10,1.20409e+11
"2770",25896.305974114,7.9704767893106,3.61e+08,1,0,"other",8.1e+11,2.89e+12
"2771",28681.2444787277,8.61842877960116,1.21e+08,1,0,"other",4e+12,9e+12
"2772",20816.9605262596,7.9704767893106,9e+06,1,0,"other",1.40625e+11,3.27184e+11
"2773",25896.305974114,6.7039137219579,4e+06,1,1,"other",2.89e+12,6.76e+12
"2774",27734.48059515,8.46070789930705,9e+06,1,0,"other",3.24e+12,5.76e+12
"2775",24131.2337482305,7.27079286900546,1.6e+07,1,0,"other",9.025e+11,1.96e+12
"2776",25896.305974114,7.80086037616557,3.6e+07,1,0,"other",1.44e+12,2.89e+12
"2777",22438.4087936718,7.62784626614106,1e+06,1,1,"other",3.6e+11,7.31025e+11
"2778",33695.9527419033,7.80086037616557,6.76e+08,1,0,"other",9.025e+13,3.2761e+14
"2779",19266.0021327151,6.50540326910651,4.9e+07,1,1,"other",2.75625e+11,1.69e+12
"2780",24131.2337482305,8.46070789930705,9e+06,1,0,"other",3.30625e+11,5.16961e+11
"2781",25004.6851532663,7.08628242288099,2.5e+07,1,0,"other",1.44e+12,6.76e+12
"2782",24131.2337482305,6.50540326910651,9e+06,1,0,"other",1.21e+12,6.76e+12
"2783",30630.6439676987,9.07636242422116,4.9e+07,1,0,"other",6.76e+12,0
"2784",20816.9605262596,6.50540326910651,4e+06,1,1,"other",6.00625e+11,0
"2785",22438.4087936718,8.46070789930705,4e+06,1,0,"other",2.25625e+11,3.52836e+11
"2786",27734.48059515,8.46070789930705,3.61e+08,1,1,"other",2.89e+12,1.089e+13
"2787",25896.305974114,7.27079286900546,8.1e+07,1,1,"other",2.25e+12,1.089e+13
"2788",19266.0021327151,6.50540326910651,1e+06,1,1,"other",3.025e+11,1.21e+12
"2789",20032.7261773365,6.30150451067143,3.6e+07,1,1,"other",4.225e+11,2.56e+12
"2790",24131.2337482305,7.45123163898525,9e+06,1,1,"other",8.55625e+11,2.25e+12
"2791",27734.48059515,7.80086037616557,6.4e+07,1,0,"other",7.29e+12,1.369e+13
"2792",28681.2444787277,8.46070789930705,7.29e+08,1,0,"other",5.29e+12,1.936e+13
"2793",20032.7261773365,6.09177543102124,1e+06,1,1,"other",3.30625e+11,1.21e+12
"2794",22438.4087936718,7.9704767893106,1.6e+07,1,0,"other",2.25625e+11,6.90561e+11
"2795",31633.4844321214,7.80086037616557,5.29e+08,1,0,"other",4.225e+13,1.9881e+14
"2796",25896.305974114,6.30150451067143,2.25e+08,1,1,"Top_20",4.84e+12,3.136e+13
"2797",23275.8444024818,7.27079286900546,2.5e+07,1,0,"other",7.225e+11,2.56e+12
"2798",15691.0232102274,6.50540326910651,4e+06,1,1,"other",2.56e+10,6.9696e+10
"2799",25004.6851532663,7.45123163898525,3.24e+08,1,1,"other",1.44e+12,5.76e+12
"2800",21618.8176101031,9.37006240972088,1e+06,1,0,"other",8.1e+09,1.2769e+10
"2801",17069.7509423732,6.50540326910651,1e+06,1,1,"other",4.41e+10,2.33289e+11
"2802",13748.7142897823,6.7039137219579,4e+06,1,1,"other",1.69e+10,7.29e+10
"2803",23275.8444024818,7.9704767893106,1.6e+07,1,1,"other",4.225e+11,1.21e+12
"2804",22438.4087936718,7.80086037616557,9e+06,1,1,"other",3.90625e+11,1.21e+12
"2805",20032.7261773365,8.13688012439014,4e+06,1,0,"other",8.41e+10,1.31769e+11
"2806",19266.0021327151,7.9704767893106,4e+06,1,0,"other",6.25e+10,1.31769e+11
"2807",26806.2026241036,6.89742513781528,9e+06,1,1,"other",4.84e+12,0
"2808",25896.305974114,7.80086037616557,2.5e+07,1,1,"other",1.21e+12,2.56e+12
"2809",17069.7509423732,7.08628242288099,1e+06,1,1,"other",4e+10,1.225e+11
"2810",20816.9605262596,6.30150451067143,1e+06,1,1,"other",3.30625e+11,1.96e+12
"2811",33695.9527419033,7.80086037616557,1.296e+09,1,1,"Top_30",1.1025e+14,5.1984e+14
"2812",22438.4087936718,6.30150451067143,1e+06,1,1,"other",9.025e+11,6.76e+12
"2813",18516.6748683181,6.89742513781528,1e+06,1,1,"other",1.40625e+11,3.37561e+11
"2814",20816.9605262596,7.27079286900546,4e+06,1,1,"other",2.025e+11,4.26409e+11
"2815",28681.2444787277,7.80086037616557,3.6e+07,1,0,"other",9.61e+12,2.5e+13
"2816",16371.9214995691,6.50540326910651,4e+06,1,1,"other",5.29e+10,0
"2817",20816.9605262596,8.13688012439014,1e+06,1,0,"other",9e+10,1.64025e+11
"2818",26806.2026241036,7.45123163898525,9e+06,1,0,"other",5.29e+12,1.521e+13
"2819",25004.6851532663,6.89742513781528,3.6e+07,1,1,"other",1.69e+12,5.29e+12
"2820",21618.8176101031,7.27079286900546,4e+06,1,1,"other",3.025e+11,1.44e+12
"2821",21618.8176101031,6.50540326910651,4e+06,1,1,"other",5.25625e+11,1.21e+12
"2822",17784.6297377822,6.89742513781528,1e+06,1,1,"other",3.61e+10,0
"2823",20816.9605262596,6.89742513781528,1e+06,1,0,"other",3.6e+11,7.569e+11
"2824",21618.8176101031,7.08628242288099,9e+06,1,1,"other",4.225e+11,1.69e+12
"2825",25896.305974114,7.27079286900546,1.6e+07,1,0,"other",1.96e+12,3.24e+12
"2826",17784.6297377822,6.09177543102124,1e+06,1,1,"other",6.76e+10,1.84041e+11
"2827",23275.8444024818,6.50540326910651,1e+06,1,0,"other",1e+12,4e+12
"2828",32655.2205640584,6.89742513781528,2.809e+09,1,1,"Top_20",1.3225e+14,5.8564e+14
"2829",20816.9605262596,7.08628242288099,9e+06,1,1,"other",2.025e+11,0
"2830",27734.48059515,6.7039137219579,4.41e+08,1,1,"other",1.444e+13,5.929e+13
"2831",41521.2372888664,7.45123163898525,2.25e+10,2,1,"Top_10",1.33225e+15,4.94209e+15
"2832",29646.5979860793,8.61842877960116,1.21e+08,1,0,"other",9.61e+12,2.209e+13
"2833",25896.305974114,8.46070789930705,2.5e+07,1,1,"other",8.55625e+11,2.56e+12
"2834",26806.2026241036,7.9704767893106,6.4e+07,2,0,"other",3.24e+12,6.76e+12
"2835",25896.305974114,7.45123163898525,1.69e+08,1,1,"other",1.44e+12,4.84e+12
"2836",22438.4087936718,6.30150451067143,6.4e+07,1,1,"other",1.21e+12,8.41e+12
"2837",25004.6851532663,7.08628242288099,1.21e+08,1,1,"other",1.96e+12,0
"2838",28681.2444787277,7.80086037616557,4.9e+07,1,0,"other",7.84e+12,1.369e+13
"2839",20816.9605262596,7.62784626614106,1e+06,1,0,"other",2.025e+11,4.70596e+11
"2840",22438.4087936718,7.62784626614106,1e+06,1,1,"other",3.6e+11,9.50625e+11
"2841",16371.9214995691,6.30150451067143,1e+06,1,1,"other",3.24e+10,1.83184e+11
"2842",26806.2026241036,8.7735324353329,4e+06,1,0,"other",6.4e+11,1.21e+12
"2843",31633.4844321214,7.9704767893106,1.96e+08,1,1,"Top_30",4.225e+13,1.69e+14
"2844",20816.9605262596,6.50540326910651,1e+06,1,1,"other",3.6e+11,9.801e+11
"2845",34755.7805546427,7.62784626614106,1.96e+08,1,1,"Top_20",1.3225e+14,5.7121e+14
"2846",11954.4062473755,7.08628242288099,1e+06,1,1,"other",1.6e+09,3.364e+09
"2847",24131.2337482305,7.08628242288099,2.5e+07,1,0,"other",8.55625e+11,2.56e+12
"2848",29646.5979860793,7.27079286900546,1.21e+08,1,0,"other",2.116e+13,5.184e+13
"2849",26806.2026241036,8.61842877960116,6.4e+07,1,0,"other",1.21e+12,3.24e+12
"2850",16371.9214995691,7.08628242288099,1e+06,1,1,"other",2.25e+10,5.4289e+10
"2851",33695.9527419033,8.30023899891754,1e+08,2,1,"other",7.225e+13,1.6384e+14
"2852",13748.7142897823,7.08628242288099,1.6e+07,1,1,"other",8.1e+09,2.7889e+10
"2853",25896.305974114,7.80086037616557,4.9e+07,1,1,"other",1e+12,4.84e+12
"2854",33695.9527419033,8.30023899891754,4.84e+08,2,0,"other",7.225e+13,2.89e+14
"2855",11388.6066215219,6.09177543102124,1e+06,1,1,"other",3.6e+09,3.5721e+10
"2856",28681.2444787277,7.80086037616557,9e+06,1,0,"other",1.225e+13,3.249e+13
"2857",25896.305974114,8.13688012439014,9e+06,1,0,"other",8.1e+11,2.56e+12
"2858",26806.2026241036,7.80086037616557,2.5e+07,1,0,"other",3.61e+12,1.089e+13
"2859",22438.4087936718,6.7039137219579,4.9e+07,1,1,"other",7.65625e+11,2.89e+12
"2860",23275.8444024818,7.27079286900546,9e+06,1,1,"other",7.225e+11,1.69e+12
"2861",27734.48059515,7.62784626614106,3.24e+08,1,0,"other",7.84e+12,2.401e+13
"2862",25896.305974114,7.45123163898525,1.6e+07,1,0,"other",1.96e+12,0
"2863",35834.8028181981,8.61842877960116,9.61e+08,1,1,"other",1e+14,4.41e+14
"2864",28681.2444787277,9.07636242422116,4e+06,2,1,"other",9.50625e+11,1.69e+12
"2865",20032.7261773365,7.45123163898525,1e+06,1,1,"other",1.225e+11,0
"2866",13748.7142897823,6.30150451067143,1e+06,1,1,"other",1.69e+10,5.9536e+10
"2867",21618.8176101031,7.08628242288099,4e+06,1,1,"other",4.55625e+11,2.56e+12
"2868",18516.6748683181,6.7039137219579,3.6e+07,1,1,"other",1.225e+11,3.969e+11
"2869",16371.9214995691,7.9704767893106,9e+06,1,1,"other",1.21e+10,3.7249e+10
"2870",31633.4844321214,7.08628242288099,4.84e+08,1,0,"other",9.025e+13,0
"2871",28681.2444787277,7.45123163898525,1.6e+07,1,0,"other",1.521e+13,0
"2872",23275.8444024818,8.30023899891754,4e+06,1,1,"other",2.75625e+11,4.30336e+11
"2873",29646.5979860793,7.80086037616557,1.96e+08,1,1,"other",1.764e+13,3.969e+13
"2874",25896.305974114,7.80086037616557,4.9e+07,2,0,"other",1.21e+12,5.76e+12
"2875",26806.2026241036,8.13688012439014,1.6e+07,1,0,"other",2.89e+12,4.41e+12
"2876",20816.9605262596,7.27079286900546,1e+06,1,1,"other",2.025e+11,5.52049e+11
"2877",31633.4844321214,8.61842877960116,4e+08,1,1,"other",1.681e+13,7.569e+13
"2878",17069.7509423732,7.9704767893106,4e+06,1,0,"other",1.44e+10,3.8025e+10
"2879",29646.5979860793,8.46070789930705,6.76e+08,2,1,"other",8.41e+12,2.401e+13
"2880",25004.6851532663,9.07636242422116,1e+06,1,0,"other",7.29e+10,3.37561e+11
"2881",21618.8176101031,8.46070789930705,1.6e+07,1,1,"other",1.6e+11,5.776e+11
"2882",29646.5979860793,8.13688012439014,1e+06,1,1,"other",1.156e+13,5.476e+13
"2883",23275.8444024818,6.89742513781528,4e+06,1,0,"other",7.65625e+11,1.96e+12
"2884",25896.305974114,7.80086037616557,4.9e+07,1,0,"other",8.55625e+11,2.56e+12
"2885",17784.6297377822,6.50540326910651,1e+06,1,0,"other",1.225e+11,4.30336e+11
"2886",18516.6748683181,6.89742513781528,1e+06,1,0,"other",7.84e+10,2.401e+11
"2887",18516.6748683181,7.45123163898525,1e+06,1,0,"other",5.76e+10,1.16964e+11
"2888",26806.2026241036,7.45123163898525,1.96e+08,1,0,"other",4e+12,1.6e+13
"2889",36933.1175912247,7.80086037616557,4.41e+08,2,0,"other",2.4025e+14,5.4289e+14
"2890",23275.8444024818,6.89742513781528,6.4e+07,1,1,"other",1e+12,3.61e+12
"2891",18516.6748683181,6.50540326910651,1e+06,1,0,"other",1.40625e+11,3.37561e+11
"2892",26806.2026241036,6.89742513781528,4.9e+07,1,0,"other",6.76e+12,2.704e+13
"2893",25896.305974114,7.80086037616557,9e+06,1,0,"other",1.44e+12,2.56e+12
"2894",20032.7261773365,6.89742513781528,1e+06,1,1,"other",2.5e+11,6.00625e+11
"2895",30630.6439676987,7.27079286900546,4.84e+08,1,1,"other",4.9e+13,1.7689e+14
"2896",17784.6297377822,6.89742513781528,1e+06,1,0,"other",7.29e+10,1.53664e+11
"2897",28681.2444787277,7.27079286900546,4e+06,1,0,"other",1.444e+13,4.489e+13
"2898",26806.2026241036,7.9704767893106,4.9e+07,1,0,"other",3.24e+12,5.76e+12
"2899",28681.2444787277,8.13688012439014,1.21e+08,1,0,"other",7.29e+12,1.6e+13
"2900",25004.6851532663,7.80086037616557,4e+06,1,1,"other",9.50625e+11,1.96e+12
"2901",15691.0232102274,6.30150451067143,1e+06,1,1,"other",2.25e+10,6.1504e+10
"2902",15691.0232102274,6.09177543102124,1.6e+07,1,1,"Top_20",3.61e+10,2.304e+11
"2903",34755.7805546427,6.50540326910651,6.25e+08,3,0,"other",2.1025e+14,0
"2904",25004.6851532663,7.62784626614106,9e+06,1,0,"other",1.21e+12,1.96e+12
"2905",25004.6851532663,6.7039137219579,3.6e+07,1,1,"other",1.69e+12,5.29e+12
"2906",29646.5979860793,7.27079286900546,2.25e+08,1,1,"other",3.025e+13,7.744e+13
"2907",23275.8444024818,7.27079286900546,4e+06,1,0,"other",6.00625e+11,0
"2908",16371.9214995691,6.89742513781528,1e+06,1,1,"other",2.56e+10,7.84e+10
"2909",26806.2026241036,6.7039137219579,6.4e+07,1,0,"other",6.25e+12,1.849e+13
"2910",20816.9605262596,6.50540326910651,4e+06,1,1,"other",3.90625e+11,1.21e+12
"2911",32655.2205640584,7.62784626614106,1.69e+08,1,1,"other",6.4e+13,2.7556e+14
"2912",25004.6851532663,6.89742513781528,1.6e+07,1,1,"other",1.96e+12,9.61e+12
"2913",20816.9605262596,6.89742513781528,4e+06,1,0,"other",2.5e+11,6.80625e+11
"2914",25004.6851532663,8.61842877960116,1.6e+07,1,0,"other",3.30625e+11,6.95556e+11
"2915",24131.2337482305,8.9261396899676,9e+06,1,1,"other",1.40625e+11,5.91361e+11
"2916",38050.8221903919,7.9704767893106,4.356e+09,1,0,"other",3.0625e+14,1.19716e+15
"2917",20816.9605262596,7.27079286900546,1e+06,1,1,"other",2.75625e+11,1e+12
"2918",21618.8176101031,5.87571073418712,9e+06,1,1,"Top_30",8.1e+11,5.29e+12
"2919",18516.6748683181,6.7039137219579,4e+06,1,1,"other",1.80625e+11,8.15409e+11
"2920",12536.2724666846,6.50540326910651,4e+06,1,1,"other",6.4e+09,3.61e+10
"2921",18516.6748683181,7.45123163898525,1e+06,1,1,"other",6.76e+10,1.37641e+11
"2922",22438.4087936718,7.9704767893106,4e+06,1,1,"other",2.25625e+11,5.41696e+11
"2923",28681.2444787277,8.46070789930705,3.24e+08,1,0,"other",7.29e+12,3.481e+13
"2924",36933.1175912247,7.80086037616557,5.76e+08,2,1,"Top_10",3.0625e+14,1.45161e+15
"2925",32655.2205640584,7.27079286900546,1.44e+08,1,1,"Top_30",1.1025e+14,5.3361e+14
"2926",47701.9371592637,8.30023899891754,9e+10,4,0,"Top_10",3.025e+15,1.272384e+16
"2927",27734.48059515,6.50540326910651,1e+06,1,1,"Top_20",2.5e+13,1.8496e+14
"2928",21618.8176101031,7.27079286900546,9e+06,1,0,"other",3.025e+11,1e+12
"2929",25004.6851532663,7.80086037616557,9e+06,1,1,"other",9.025e+11,1.69e+12
"2930",24131.2337482305,8.30023899891754,1.6e+07,1,1,"other",5.25625e+11,1.21e+12
"2931",30630.6439676987,8.13688012439014,2.89e+08,1,1,"other",3.025e+13,8.836e+13
"2932",20032.7261773365,6.7039137219579,1e+06,1,1,"other",2.025e+11,1e+12
"2933",25896.305974114,7.9704767893106,4.9e+07,1,0,"other",8.55625e+11,3.24e+12
"2934",25004.6851532663,7.45123163898525,1.6e+07,1,0,"other",1e+12,1.96e+12
"2935",28681.2444787277,7.45123163898525,4.9e+07,1,0,"other",1.089e+13,4.9e+13
"2936",17784.6297377822,6.50540326910651,1e+06,1,1,"other",1.225e+11,5.79121e+11
"2937",30630.6439676987,8.46070789930705,5.76e+08,1,1,"other",1.764e+13,6.241e+13
"2938",24131.2337482305,8.46070789930705,9e+06,1,1,"other",4.55625e+11,1e+12
"2939",18516.6748683181,7.80086037616557,4e+06,1,1,"other",4.41e+10,8.9401e+10
"2940",20032.7261773365,6.7039137219579,1e+06,1,1,"other",2.5e+11,6.00625e+11
"2941",21618.8176101031,8.46070789930705,4e+06,1,1,"other",1.40625e+11,2.19961e+11
"2942",24131.2337482305,6.30150451067143,4e+06,1,1,"other",1.21e+12,3.24e+12
"2943",22438.4087936718,7.62784626614106,3.6e+07,1,1,"other",4.55625e+11,1.44e+12
"2944",26806.2026241036,6.89742513781528,2.5e+07,1,1,"other",7.29e+12,2.116e+13
"2945",24131.2337482305,6.7039137219579,1.6e+07,1,1,"other",1.96e+12,1.369e+13
"2946",19266.0021327151,7.08628242288099,1e+06,1,0,"other",1.225e+11,2.58064e+11
"2947",20816.9605262596,6.89742513781528,1e+06,1,0,"other",2.5e+11,5.25625e+11
"2948",20816.9605262596,7.62784626614106,4e+06,1,0,"other",1.6e+11,5.329e+11
"2949",25004.6851532663,7.80086037616557,3.6e+07,1,0,"other",8.1e+11,3.61e+12
"2950",24131.2337482305,8.30023899891754,2.5e+07,1,1,"other",5.25625e+11,1.69e+12
"2951",34755.7805546427,7.08628242288099,1e+06,1,0,"other",1.96e+14,1.03684e+15
